GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
432,233MLI,49331,03/04/2012,2012,1,Non-violent transfer of territory,MNLA: National Movement for the Liberation of Azawad,Ansar Dine,2,,,0,20,Mali,Mopti,Mopti,Mopti,Mopti,14.49302,-4.19420,1,Agence France Presse,"Tuareg overrun another town in the north, capitalizing on political turmoil. No report of fighting.",0
432,232MLI,49332,03/04/2012,2012,2,Violence against civilians,MNLA: National Movement for the Liberation of Azawad,,2,Civilians (Mali),,7,27,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Annual report of the United Nations High Commissioner for Human Rights,"MNLA rebels looted International Committee of the Red Cross (ICRC) and the World Food Programme (WFP) warehouses & shot dead a young Tamashek woman, who had resisted a rape attempt by armed men.",1
432,234MLI,49333,03/04/2012,2012,2,Violence against civilians,MNLA: National Movement for the Liberation of Azawad,,2,Civilians (Mali),,7,27,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,1,The Times,Reports of rape and property damage at the hands of the conquering MNLA.,0
432,235MLI,49334,05/04/2012,2012,1,Strategic development,MNLA: National Movement for the Liberation of Azawad,,2,,,0,20,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Al Jazeera English,"Following recent gains in the north MNLA Tuareg rebels have proclaimed the ""independence of Azawad"", and declared Gao the capital. This declaration was immediately denounced by Ansar Dine, a rebel group that does not favor independence, but a united Mali that functions under Islamic law. The AU also rejects independence. This area encompasses the northern desert region of Mali.",0
432,236MLI,49335,05/04/2012,2012,1,Violence against civilians,MUJAO: Movement for Unity and Jihad in West Africa,,2,Civilians (Algeria),,7,27,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Al Jazeera English,"In the city of Gao, gunmen kidnapped seven Algerian diplomats, and gained control of the consulate building, according to witnesses and the Algerian foreign ministry. MUJAO claimed responsibility.",0
432,237MLI,49336,06/04/2012,2012,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,The Washington Post,A group of young people stage a protest in Bamako against the occupation of the north.,0
432,238MLI,49337,07/04/2012,2012,2,Battle-No change of territory,Ansar Dine,,2,Unidentified Armed Group (Mali),,3,23,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Human Rights Watch,"Reports that in early April, an unidentified armed group ambushed a bus travelling on the outskirts of Gao and engaged in a battle with Ansar Dine members who arrived on scene to respond to the event. Ansar Dine members reportedly executed two of the armed bandits.",2
432,239MLI,49338,09/04/2012,2012,1,Strategic development,Boko Haram - Jama’atu Ahli is-Sunnah lid-Dawatai wal-Jihad,,3,,,0,30,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Agence France Presse,More than 100 Boko Haram fighters have entered Gao following the Tuareg victory.,0
432,241MLI,49339,10/04/2012,2012,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Voice of America,Thousands gather to protest the rebel takeover of the north.,0
432,240MLI,49340,10/04/2012,2012,1,Strategic development,MNLA: National Movement for the Liberation of Azawad,,2,,,0,20,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,All Africa,Taureg victors declare a cease fire.,0
432,242MLI,49341,11/04/2012,2012,1,Violence against civilians,MNLA: National Movement for the Liberation of Azawad,,2,Civilians (Mali),,7,27,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Agence France Presse,A radio journalist was violently attacked and then arrested by MNLA agents following an unfavorable broadcast. Widespread looting reported throughout the town.,0
432,243MLI,49342,12/04/2012,2012,1,Strategic development,AQIM: Al Qaeda in the Islamic Maghreb,MUJAO: Movement for Unity and Jihad in West Africa,2,,,0,20,Mali,Timbuktu,Goundam,Bintagoungou,Mali,17.00000,-4.00000,3,BBC Monitoring Middle East,Al-Qaeda affiliated groups demand the release of 40 prisoners in exchange for Algerian diplomats. The Algerian government rejects the offer.,0
432,244MLI,49343,12/04/2012,2012,1,Strategic development,ADEMA-PASJ: AD: Alliance for Democracy in Mali,,2,,,0,20,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Agence France Presse,"New interim leader Dioncounda Traore, the former parliament speaker, threatens to wage total war on Tuareg rebels and Islamists controlling the north as he takes the oath of office.",0
432,245MLI,49344,15/04/2012,2012,3,Remote violence,MUJAO: Movement for Unity and Jihad in West Africa,,2,Civilians (Mali),,7,27,Mali,Gao,Ansongo,Ansongo,Ansongo,15.66000,0.50000,1,Annual report of the United Nations High Commissioner for Human Rights,"One of 28 separate events, occurring since January, that killed 43 people, anti-personnel mines planted by MUJAO exploded.",2
432,246MLI,49345,15/04/2012,2012,3,Remote violence,MUJAO: Movement for Unity and Jihad in West Africa,,2,Civilians (Mali),,7,27,Mali,Timbuktu,Niafunke,Niafunke,Niafounke,15.93220,-3.99060,1,Annual report of the United Nations High Commissioner for Human Rights,"One of 28 separate events, occurring since January, that killed 43 people, anti-personnel mines planted by MUJAO exploded.",1
432,247MLI,49346,15/04/2012,2012,1,Violence against civilians,Ansar Dine,,2,Civilians (International),,7,27,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,1,Reuters News,"A Swiss woman is kidnapped by ""unknown gunmen wearing turbans"" In Timbuktu. The group was later confirmed to be Ansar Dine.",0
432,248MLI,49347,15/04/2012,2012,3,Violence against civilians,MNLA: National Movement for the Liberation of Azawad,Ansar Dine,2,Civilians (South Sudan),,7,27,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,2,Voice of America,"Human rights groups report that several human rights violations have occurred in Mali's north by rebel groups following the March 22 coup in the south. Violations include summary executions, abductions and rapes. No further details given.",0
432,249MLI,49348,18/04/2012,2012,1,Violence against civilians,Police Forces of Mali (2012-2013),,1,Civilians (Mali),,7,17,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Agence France Presse,"Police forces, under the direction of intern President Dioncounda Traoré made sweeping arrests of 22, mostly civilians, accusing them of holding large caches of weapons. Outside groups call the arrests ""suspect."" The group was released after international pressure to do so grew.",0
432,250MLI,49349,19/04/2012,2012,1,Strategic development,Government of Mali (2012-2013),,1,Civilians (Mali),,7,17,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Associated Press,Government forces release 22 kidnapped civilians after the taking of them prompted international criticism.,0
432,251MLI,49350,24/04/2012,2012,1,Battle-No change of territory,Ansar Dine,,2,Military Forces of Burkina Faso (1987-2014),,8,28,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,1,Times of Oman,A Swiss hostage taken by Ansar Dine is released after negotiations from the government of Burkina Faso. She was later flown by helicopter to Ouagadougou.,0
432,252MLI,49351,26/04/2012,2012,1,Strategic development,FNLA: National Liberation Front of Azawad,,2,,,0,20,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,1,Agence France Presse,A newly formed group with affiliations to the MNLA takes power in the south and west of Timbuktu.,0
432,253MLI,49352,27/04/2012,2012,1,Strategic development,AQIM: Al Qaeda in the Islamic Maghreb,,2,,,0,20,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,1,Agence France Presse,"Members of AQIM leave Timbuktu after an FNLA takeover to ""avoid a bloodbath.'",0
432,254MLI,49353,27/04/2012,2012,1,Strategic development,FNLA: National Liberation Front of Azawad,,2,,,0,20,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,1,Agence France Presse,The FNLA gains control of the center of the city.,0
432,255MLI,49356,30/04/2012,2012,3,Battle-No change of territory,Mutiny of Military Forces of Mali (2002-2012),,1,Military Forces of Mali (2012-2013),,1,11,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Associated Press,"4 ""red beret"" soldiers were reported killed for opposing Gen. Amadou Haya Sanogo. The bodies were discovered in a Bamako cemetary in Dec 2013.",4
432,256MLI,49358,30/04/2012,2012,1,Battle-No change of territory,Mutiny of Military Forces of Mali (2002-2012),,1,Military Forces of Mali (2012-2013),,1,11,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Agence France Presse,The soldiers who staged a putsch in Mali five weeks ago said early Tuesday they had defeated an overnight counter-coup by forces loyal to ousted president Amadou Toumani Toure.,27
432,257MLI,49355,30/04/2012,2012,3,Battle-No change of territory,Mutiny of Military Forces of Mali (2002-2012),,1,Military Forces of Mali (2012-2013),,1,11,Mali,Koulikoro,Kati,Kati,Diago,12.77799,-8.15657,1,Radio France Internationale,"21 ""red beret"" soldiers were reported killed for opposing Gen. Amadou Haya Sanogo. The bodies were discovered in a mass grave in Diago in Dec 2013.",21
432,258MLI,49357,30/04/2012,2012,3,Battle-No change of territory,Mutiny of Military Forces of Mali (2002-2012),,1,Military Forces of Mali (2002-2012),,1,11,Mali,Koulikoro,Kati,Kati,Kambila,12.79309,-8.10507,1,Agence France Presse; Xinhua News,"5 ""red beret"" soldiers were reported killed for opposing Gen. Amadou Haya Sanogo during the March 2012 coup. The bodies were discovered in a mass grave in Kambila (near Kati) in Feb 2014.",5
432,259MLI,49354,30/04/2012,2012,3,Battle-No change of territory,Mutiny of Military Forces of Mali (2002-2012),,1,Military Forces of Mali (2002-2012),,1,11,Mali,Koulikoro,Kati,Kati,Kati,12.74409,-8.07257,1,Xinhua News,"1 ""red beret"" soldier was reported killed for opposing Gen. Amadou Haya Sanogo during the March 2012 coup. The body was discovered in a well Kati in March 2014.",1
432,260MLI,49359,30/04/2012,2012,1,Violence against civilians,Mutiny of Military Forces of Mali (2002-2012),,1,Civilians (Mali),Military Forces of Mali (2012-2013),7,17,Mali,Koulikoro,Kati,Kati,Kati,12.74819,-8.07221,1,Annual report of the United Nations High Commissioner for Human Rights,"Mutiny forces in Kati carried out a manhunt of soldiers of the 33rd regiment of paratroopers. They were held, severely beaten and 2 died. The remainder are still missing.",2
432,261MLI,49360,01/05/2012,2012,1,Battle-No change of territory,Mutiny of Military Forces of Mali (2002-2012),,1,Military Forces of Mali (2012-2013),,1,11,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Agence France Presse,"Fighting erupted late Monday at ORTM, Bamako airport and at Kati, the garrison town near the capital that is the junta's headquarters and continued Tuesday.",0
432,262MLI,49361,01/05/2012,2012,1,Battle-No change of territory,Mutiny of Military Forces of Mali (2002-2012),,1,Military Forces of Mali (2012-2013),,1,11,Mali,Koulikoro,Kati,Kati,Kati,12.74819,-8.07221,1,Agence France Presse,"Fighting erupted late Monday at ORTM, Bamako airport and at Kati, the garrison town near the capital that is the junta's headquarters and continued Tuesday.",0
432,264MLI,49362,02/05/2012,2012,1,Battle-No change of territory,Mutiny of Military Forces of Mali (2002-2012),,1,Military Forces of Mali (2012-2013),,1,11,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Reuters,"Gunfire rang out in Mali's capital Bamako on Wednesday in the third day of clashes between the military junta and soldiers loyal to the ousted president, forcing residents to flee.",0
432,266MLI,49363,02/05/2012,2012,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Press Trust of India,Some disturbances in Bamako today were caused by students who had come out to protest after rumors spread that a leader of a student movement had been killed by forces close to the junta.,0
432,265MLI,49364,02/05/2012,2012,1,Strategic development,Mutiny of Military Forces of Mali (2002-2012),,1,Civilians (Mali),,7,17,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Press Trust of India,Mali's military junta said it has arrested about 240 people allegedly associated with an attempted coup earlier this week.,0
432,263MLI,49365,02/05/2012,2012,2,Violence against civilians,AQIM: Al Qaeda in the Islamic Maghreb,Ansar Dine,2,Civilians (Mali),,7,27,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,2,The Canadian Press,In one town in Northern Mali a man has been whipped for drinking alcohol.,0
432,267MLI,49366,05/05/2012,2012,1,Violence against civilians,MUJAO: Movement for Unity and Jihad in West Africa,,2,Civilians (Mali),,7,27,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Annual report of the United Nations High Commissioner for Human Rights,"MUJAO rebels burst into a radio studio and allegedly took Mr. Akoumega, the editor outside the city to be subjected to severe torture.",0
432,268MLI,49367,14/05/2012,2012,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,Unidentified Armed Group (Mali),,3,33,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,2,BBC Monitoring,A Western drone was reprotedly shot down over the Algerian-Malian border.,0
432,269MLI,49368,14/05/2012,2012,1,Riots/Protests,Protesters (Mali),,6,Unidentified Armed Group (Mali),,3,36,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Agence France Presse,"Hundreds of residents of Gao in northern Mali took to the streets Monday to protest against the Tuareg rebels, Islamists and other armed groups that took control of the city after a March coup. At least five civilians were wounded as a result of the demonstrations, including one by a stray bullet.",0
432,270MLI,49369,15/05/2012,2012,3,Remote violence,MUJAO: Movement for Unity and Jihad in West Africa,,2,Civilians (Mali),,7,27,Mali,Gao,Ansongo,Ansongo,Ansongo,15.66000,0.50000,1,Annual report of the United Nations High Commissioner for Human Rights,"One of 28 separate events, occurring since January, that killed 43 people, anti-personnel mines planted by MUJAO exploded.",2
432,271MLI,49370,15/05/2012,2012,3,Remote violence,MUJAO: Movement for Unity and Jihad in West Africa,,2,Civilians (Mali),,7,27,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Annual report of the United Nations High Commissioner for Human Rights,"One of 28 separate events, occurring since January, that killed 43 people, anti-personnel mines planted by MUJAO exploded.",2
432,272MLI,49371,15/05/2012,2012,3,Remote violence,MUJAO: Movement for Unity and Jihad in West Africa,,2,Civilians (Mali),,7,27,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Annual report of the United Nations High Commissioner for Human Rights,"One of 28 separate events, occurring since January, that killed 43 people, anti-personnel mines planted by MUJAO exploded.",2
432,273MLI,49372,15/05/2012,2012,3,Remote violence,MUJAO: Movement for Unity and Jihad in West Africa,,2,Civilians (Mali),,7,27,Mali,Timbuktu,Niafunke,Niafunke,Niafounke,15.93220,-3.99060,1,Annual report of the United Nations High Commissioner for Human Rights,"One of 28 separate events, occurring since January, that killed 43 people, anti-personnel mines planted by MUJAO exploded.",1
432,274MLI,49373,15/05/2012,2012,3,Remote violence,MUJAO: Movement for Unity and Jihad in West Africa,,2,Civilians (Mali),,7,27,Mali,Timbuktu,Niafunke,Niafunke,Niafounke,15.93220,-3.99060,1,Annual report of the United Nations High Commissioner for Human Rights,"One of 28 separate events, occurring since January, that killed 43 people, anti-personnel mines planted by MUJAO exploded.",1
432,275MLI,49374,21/05/2012,2012,1,Riots/Protests,Rioters (Mali),,5,Mutiny of Military Forces of Mali (2002-2012),,1,15,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Reuters,Security forces killed three people after several hundred protesters stormed Mali's presidential palace on Monday and physically attacked caretaker President Dioncounda Traore.,3
432,276MLI,49375,22/05/2012,2012,1,Battle-No change of territory,Fula Ethnic Militia (Burkina Faso),,4,Dogon Ethnic Militia (Burkina Faso),,4,44,Mali,Mopti,Koro,Dinangourou,Sari,14.40750,-2.34900,1,Agence France Presse,At least 25 Burkinabe have been killed in three days of tribal clashes along Burkina Faso's border with troubled Mali,8
432,277MLI,49376,23/05/2012,2012,1,Battle-No change of territory,Fula Ethnic Militia (Burkina Faso),,4,Dogon Ethnic Militia (Burkina Faso),,4,44,Mali,Mopti,Koro,Dinangourou,Sari,14.40750,-2.34900,1,Agence France Presse,At least 25 Burkinabe have been killed in three days of tribal clashes along Burkina Faso's border with troubled Mali,8
432,278MLI,49377,23/05/2012,2012,1,Violence against civilians,Ansar Dine,AQIM: Al Qaeda in the Islamic Maghreb,2,Civilians (Mali),,7,27,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,1,Agence France Presse,Islamists in control of northern Mali on Wednesday destroyed a monument and youths who were seen smoking.,0
432,279MLI,49378,24/05/2012,2012,1,Battle-No change of territory,Fula Ethnic Militia (Burkina Faso),,4,Dogon Ethnic Militia (Burkina Faso),,4,44,Mali,Mopti,Koro,Dinangourou,Sari,14.40750,-2.34900,1,Agence France Presse,At least 25 Burkinabe have been killed in three days of tribal clashes along Burkina Faso's border with troubled Mali,9
432,280MLI,49379,26/05/2012,2012,1,Riots/Protests,Protesters (Mali),Yèrèwolo Ton Association,6,,,0,60,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,L'Indépendant (Mali),Individuals from the Yèrèwolo Ton Association have been protesting outside the national assembly over the past few weeks accusing the politicians entering the building of being corrupt and incompetent.,0
432,283MLI,49380,27/05/2012,2012,1,Riots/Protests,Protesters (Mali),Yèrèwolo Ton Association,6,,,0,60,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,L'Indépendant (Mali),Individuals from the Yèrèwolo Ton Association have been protesting outside the national assembly over the past few weeks accusing the politicians entering the building of being corrupt and incompetent.,0
432,282MLI,49381,27/05/2012,2012,1,Strategic development,AQIM: Al Qaeda in the Islamic Maghreb,,2,,,0,20,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Al Arabiya,"An Al-Qaeda offshoot has seized a key arms depot in Mali, security sources said Sunday, deepening the crisis facing the country after rebels declared an independent Islamic state in the north.",0
432,284MLI,49382,28/05/2012,2012,1,Riots/Protests,Protesters (Mali),Yèrèwolo Ton Association,6,,,0,60,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,L'Indépendant (Mali),Individuals from the Yèrèwolo Ton Association have been protesting outside the national assembly over the past few weeks accusing the politicians entering the building of being corrupt and incompetent.,0
432,285MLI,49384,28/05/2012,2012,1,Strategic development,FNLA: National Liberation Front of Azawad,,2,,,0,20,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,1,Agence France Presse,A new armed group announced it's creation in Northen Mali to combat islamic groups wanting to instate Islamic law in the country.,0
432,286MLI,49383,28/05/2012,2012,1,Strategic development,MNLA: National Movement for the Liberation of Azawad,,2,Ansar Dine,,2,22,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,3,Agence France Presse,48 hours after the announcement of an merger between the MNLA and Ansar Dine the project was blocked the disagreements over the aplication of Islamic Law.,0
432,287MLI,49385,29/05/2012,2012,1,Riots/Protests,Protesters (Mali),Yèrèwolo Ton Association,6,,,0,60,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,L'Indépendant (Mali),Individuals from the Yèrèwolo Ton Association have been protesting outside the national assembly over the past few weeks accusing the politicians entering the building of being corrupt and incompetent.,0
432,288MLI,49386,29/05/2012,2012,1,Violence against civilians,MNLA: National Movement for the Liberation of Azawad,,2,Civilians (Mali),,7,27,Mali,Segou,Niono,Niono,Niono,14.25260,-5.99300,1,,,0
432,289MLI,49387,30/05/2012,2012,1,Riots/Protests,Protesters (Mali),Yèrèwolo Ton Association,6,,,0,60,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,L'Indépendant (Mali),Individuals from the Yèrèwolo Ton Association have been protesting outside the national assembly over the past few weeks accusing the politicians entering the building of being corrupt and incompetent.,0
432,290MLI,49388,31/05/2012,2012,1,Riots/Protests,Protesters (Mali),Yèrèwolo Ton Association,6,Police Forces of Mali (2012-2013),,1,16,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,L'Indépendant (Mali),Police forces intervened to remove protesters from the Yèrèwolo Ton Association which had been protesting outside the national assembly over the past few weeks accusing the politicians entering the building of being corrupt and incompetent.,0
432,291MLI,49389,05/06/2012,2012,1,Violence against civilians,Protesters (Mali),,6,Ansar Dine,,2,26,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Agence France Presse,A protest by women and youth was violently put down by Ansar Dine fighters.,0
432,292MLI,49390,06/06/2012,2012,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Agence France Presse,At least 150 residents of the north Malian city of Kidal on Wednesday protested against Islamist rebels who are trying to enforce strict Islamic law in their town.,0
432,294MLI,49392,07/06/2012,2012,1,Battle-No change of territory,MNLA: National Movement for the Liberation of Azawad,,2,Ansar Dine,,2,22,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,2,,"Tuareg rebels clashed with Islamist fighters overnight in northern Mali, a vast swathe of land that has been held by disparate rebel forces for the last two months.",0
432,295MLI,49391,07/06/2012,2012,2,Battle-No change of territory,Mutiny of Military Forces of Mali (2002-2012),,1,Unidentified Armed Group (Mali),,3,13,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,3,,"It is reported that a clash took place, last week, between a unit of the national army and some rebel elements in Timbuktu Region.",0
432,296MLI,49393,07/06/2012,2012,1,Strategic development,MPRLT: Patriots' Resistance Movement for the Liberation of Timbuktu,,3,,,0,30,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,1,,Residents of Timbuktu have launched an armed group to kick out the Islamists currently controlling the ancient city in northern Mali.,0
432,293MLI,49394,07/06/2012,2012,2,Violence against civilians,Ansar Dine,MNLA: National Movement for the Liberation of Azawad,2,Civilians (Mali),,7,27,Mali,Gao,Menaka,Anderamboukane,Goundam,16.25000,3.40000,1,BBC Monitoring,"After the series of looting, destruction, and intimidation in which in the National Movement for the Liberation of Azawad [MNLA] and Ansar al-Din indulged, elements of the two armed groups have settled down in the administrative buildings and premises that sheltered NGOs.",0
432,298MLI,49395,10/06/2012,2012,1,Battle-No change of territory,MNLA: National Movement for the Liberation of Azawad,,2,Ansar Dine,,2,22,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Al Jazeera,Fresh fighting erupted between Tuareg separatist rebels from the Azawad National Liberation Movement (MNLA) and the Islamist group Ansar al-Din in northern Mali.,0
432,297MLI,49396,10/06/2012,2012,1,Strategic development,Police Forces of Mali (2012-2013),,1,Civilians (Mali),,7,17,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Agence France Presse,"A businessman with close ties to ex-Malian president Amadou Toumani Toure, who was overthrown in a March military coup, has been arrested at his home by armed men.",0
432,299MLI,49397,12/06/2012,2012,1,Strategic development,Mutiny of Military Forces of Mali (2002-2012),,1,Civilians (Mali),,7,17,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Voice of America,several armed soldiers came to the offices of a private media house and ordered it not to broadcast an interview with a Tuareg rebel leader.,0
432,301MLI,49398,13/06/2012,2012,1,Battle-No change of territory,MNLA: National Movement for the Liberation of Azawad,,2,Ansar Dine,,2,22,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,2,Reuters,Fighters from the two main rebel groups occupying northern Mali exchanged fire near the town of Timbuktu.,0
432,300MLI,49399,13/06/2012,2012,1,Strategic development,Police Forces of Mali (2012-2013),,1,Civilians (Mali),,7,17,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Agence France Presse,"A Malian journalist, who was arrested and then released in May, has been re-arrested at his home by armed men",0
432,302MLI,49400,14/06/2012,2012,1,Battle-No change of territory,Ansar Dine,AQIM: Al Qaeda in the Islamic Maghreb,2,Unidentified Armed Group (Mali),,3,23,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,2,Agence France Presse,Islamist militants who have taken control of Timbuktu in northwest Mali fired on two aircraft flying over the famed desert trading town,0
432,303MLI,49401,15/06/2012,2012,3,Remote violence,MUJAO: Movement for Unity and Jihad in West Africa,,2,Civilians (Mali),,7,27,Mali,Gao,Ansongo,Ansongo,Ansongo,15.66000,0.50000,1,Annual report of the United Nations High Commissioner for Human Rights,"One of 28 separate events, occurring since January, that killed 43 people, anti-personnel mines planted by MUJAO exploded.",1
432,305MLI,49402,15/06/2012,2012,3,Remote violence,MUJAO: Movement for Unity and Jihad in West Africa,,2,Civilians (Mali),,7,27,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Annual report of the United Nations High Commissioner for Human Rights,"One of 28 separate events, occurring since January, that killed 43 people, anti-personnel mines planted by MUJAO exploded.",2
432,306MLI,49403,15/06/2012,2012,3,Remote violence,MUJAO: Movement for Unity and Jihad in West Africa,,2,Civilians (Mali),,7,27,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Annual report of the United Nations High Commissioner for Human Rights,"One of 28 separate events, occurring since January, that killed 43 people, anti-personnel mines planted by MUJAO exploded.",2
432,307MLI,49404,15/06/2012,2012,3,Remote violence,MUJAO: Movement for Unity and Jihad in West Africa,,2,Civilians (Mali),,7,27,Mali,Timbuktu,Niafunke,Niafunke,Niafounke,15.93220,-3.99060,1,Annual report of the United Nations High Commissioner for Human Rights,"One of 28 separate events, occurring since January, that killed 43 people, anti-personnel mines planted by MUJAO exploded.",1
432,308MLI,49405,15/06/2012,2012,3,Remote violence,MUJAO: Movement for Unity and Jihad in West Africa,,2,Civilians (Mali),,7,27,Mali,Timbuktu,Niafunke,Niafunke,Niafounke,15.93220,-3.99060,1,Annual report of the United Nations High Commissioner for Human Rights,"One of 28 separate events, occurring since January, that killed 43 people, anti-personnel mines planted by MUJAO exploded.",1
432,304MLI,49406,15/06/2012,2012,1,Violence against civilians,MUJAO: Movement for Unity and Jihad in West Africa,,2,Civilians (Mali),,7,27,Mali,Gao,Bourem,Bourem,Bourem,16.96000,-0.35000,1,Agence France Presse,Islamists from an Al-Qaeda offshoot in northern Mali have confiscated and burned cartons of cigarettes and whipped those caught smoking as they enforce strict Islamic law.,0
432,309MLI,49407,20/06/2012,2012,1,Violence against civilians,Ansar Dine,,2,Civilians (Mali),,7,27,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,1,Agence France Presse,The Islamists occupying northern Mali on Wednesday gave a couple 100 lashes of a whip for having a child out of wedlock.,0
432,310MLI,49408,25/06/2012,2012,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Agence France Presse,A local official was killed by unidentified gunmen in Gao on Monday.,1
432,311MLI,49410,26/06/2012,2012,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Mali,Koulikoro,Kolokani,Djidieni,Douabougou,14.21930,-7.98250,1,Le Républicain,Over one hundred youths took to the streets in Douabougou to press the authorities to take military action against the rebel groups currently occupying the north of the country.,0
432,312MLI,49411,26/06/2012,2012,1,Riots/Protests,Protesters (Mali),,6,MNLA: National Movement for the Liberation of Azawad,,2,26,Mali,Mopti,Douentza,Douentza,Douentza,15.00000,-2.95000,1,Le Républicain,Protesters marched against the presence of the MNLA in the town of Douentza. MNLA fighters fired in the air in an attempt to disperse the crowd.,0
